
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_8s_2, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_8s_0_0_2, 16, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_29, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_30, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_31, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_32, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_33, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_34, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_35, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_36, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_129s, 395, 274, 1, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_7s_129s_32s_4s_0s_0s_128s, 0, 0, 0, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z22, 502, 393, 22, 0, 0, 0, 13, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z21, 502, 380, 22, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_7s, 21, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_7s, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_7s_0_0, 14, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_51, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_52, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_53, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_54, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_55, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_56, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_57, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_7s_1, 21, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_7s_0, 0, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_7s_0_0_0, 14, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_58, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_59, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_60, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_61, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_62, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_63, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_64, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_145s, 443, 307, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_6s_145s_32s_4s_0s_0s_64s, 0, 13, 0, 0, 0, 0, 13, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z24, 251, 198, 0, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z23, 251, 191, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_79s, 230, 157, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_4s_79s_32s_2s_0s_0s_16s, 0, 7, 0, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z26, 231, 169, 12, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z25, 231, 163, 12, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_72s, 206, 142, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_5s_72s_32s_2s_0s_0s_32s, 0, 6, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	. C0_wrap_calc_Z11, 0, 437, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_dfi_rddata_align_Z37, 99, 134, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_dfi_timing_gen_Z55, 9, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_fastinit_Z50, 1147, 1490, 565, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_fastsdram_Z44, 1036, 1216, 516, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_odt_gen_Z38, 17, 52, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_openbank_3, 69, 66, 66, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_openbank_3_0, 68, 65, 66, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_openbank_3_1, 68, 65, 66, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_openbank_3_2, 68, 65, 66, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_openrank_Z48, 109, 247, 102, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_rw_tracking_Z45, 16, 90, 15, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_wtr_tracking_Z46, 8, 3, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_wtr_tracking_Z47, 8, 5, 16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_wtr_tracking_Z47_0, 8, 1, 16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_preamble_phase_shift_Z39_0, 5, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_prog_pipe_delay_1s_0_2s_2s_66, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_prog_pipe_delay_2s_0_7s_40s, 80, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_prog_pipe_delay_4s_0_7s_40s, 80, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_qm_Z49, 57, 74, 43, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_qm_Z49_0, 59, 97, 43, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_qm_Z49_1, 57, 122, 43, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_param_latency_130s_3s_0s_1s, 69, 16, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_param_latency_48s_3s_1s_1s, 15, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_wrcmd_data_delay_Z41, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_wrcmd_data_delay_Z41_1, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_1s_0_0_1, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_73, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_1s_0_0_2, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_74, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_freq_ratio_cac_Z51, 59, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_freq_ratio_data_Z52, 309, 632, 72, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_0, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_1, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_10, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_11, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_12, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_13, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_14, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_15, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_16, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_17, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_18, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_2, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_3, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_4, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_5, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_6, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_7, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_8, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_0_9, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_1, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_10, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_11, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_12, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_13, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_14, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_15, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_2, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_3, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_4, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_5, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_6, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_7, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_8, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_0s_0_9, 5, 17, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_1s_0, 2, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_dynamic_4s_1s_0_1, 3, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_0, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_10, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_11, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_12, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_13, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_14, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_15, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_16, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_17, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_18, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_19, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_2, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_20, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_21, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_22, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_23, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_24, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_25, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_26, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_27, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_28, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_29, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_3, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_30, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_31, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_32, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_33, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_34, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_4, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_6, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_7, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_8, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_158_9, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_init_pda_mrs_interface_Z59, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_merge_read_valid_40s_32s_5s_0_1, 141, 99, 66, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_mpfe_Z31, 431, 407, 51, 0, 0, 0, 9, 0, 0
.	.	.	.	.	.	. C0_lb_fifo_11s_1s_37s_49s_1s_112s, 187, 94, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_mpfe_req_tracking_Z27, 28, 53, 21, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_reg_61s_5s_32s_16s_0s_1s_0s_31s, 19, 36, 6, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	. C0_mpfe_req_tracking_Z28, 216, 171, 30, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_Z30, 206, 145, 12, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	. C0_util_fifo_core_Z29, 206, 139, 12, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_61s, 182, 122, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_ram_5s_61s_32s_1s_0s_0s_32s, 0, 6, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	. C0_prog_pipe_delay_160s_0_1s_1s, 152, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_prog_pipe_delay_64s_1_1s_1s, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_rmw_Z35, 658, 545, 427, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. C0_multiburst_qr_Z36, 73, 112, 40, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_param_latency_1s_2s_0_0s, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_param_latency_1s_2s_0_0s_0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_param_latency_3s_2s_0_0s, 6, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_util_sync_1s_0_0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_flops_0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_util_sync_1s_0_0_0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_flops_0_72, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_util_sync_bus_16s_0_1024s, 34, 23, 9, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_flops_0_65, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_toggle_pos_0s, 5, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_66, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_68, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_toggle_pos_0s_1, 4, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_71, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. C0_util_sync_reset_0, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_util_sync_flops_0_7_0, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. DDR4_DDRPHY_BLK, 2195, 3212, 951, 0, 0, 0, 14, 1, 42
.	.	.	. COREDDR_TIP_Z68, 2195, 3212, 951, 0, 0, 0, 14, 1, 0
.	.	.	.	. COREDDR_TIP_INT_Z67, 2195, 3212, 951, 0, 0, 0, 14, 1, 0
.	.	.	.	.	. LANE_ALIGNMENT_2s_2s_3s_7s, 18, 36, 0, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	. FIFO_BLK_3s_2s, 6, 25, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	. ram_simple_dp_3s_64s_2s_2s, 0, 6, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	. FIFO_BLK_3s_2s_0, 6, 6, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	. ram_simple_dp_3s_64s_2s_2s_0, 0, 6, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	. LANE_CTRL_2s_1s, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. TIP_CTRL_BLK_Z66, 2066, 3075, 928, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. LEVELLING_2s_8_8_8_8_8_8_8_8_8, 1191, 1641, 643, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. DELAY_CTRL_8s_1s, 10, 5, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. DELAY_CTRL_8s_1s_0, 10, 5, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. IOG_IF_2s_18s_0_1, 56, 50, 9, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. APB_IOG_CTRL_SM, 26, 15, 9, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. RDLVL_2s_8_8_8_8_8_8_8_8_8, 996, 1458, 590, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. RDLVL_SMS_2s_8_8_8_8_8_8_8_8_8, 996, 1458, 590, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. RDLVL_TRAIN_0, 498, 720, 296, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. dq_align_dqs_optimization_1_0, 237, 297, 237, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. gate_training_1, 261, 423, 59, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. RDLVL_TRAIN_1, 498, 738, 294, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. dq_align_dqs_optimization_1, 237, 297, 237, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. gate_training_0, 261, 440, 57, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. TRN_COMPLETE_Z64, 10, 18, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. VREF_TR_2s, 5, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. WRLVL_2s, 104, 88, 28, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. WRLVL_BOT, 52, 44, 14, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. WRLVL_BOT_0, 52, 44, 14, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. PHY_SIG_MOD_2s_2s, 274, 921, 46, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. TRN_CLK_2s_1s_0s_1s_2s_3s_4s, 341, 338, 198, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. flag_generator_1s, 6, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. data_transition_detector_1s_4, 3, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. noisy_data_detector_1s, 3, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. flag_generator_1s_0, 6, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. data_transition_detector_1s_4_0, 3, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. noisy_data_detector_1s_0, 3, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. flag_generator_1s_1, 6, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. data_transition_detector_1s_4_1, 3, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. noisy_data_detector_1s_1, 3, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. flag_generator_1s_2, 6, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. data_transition_detector_1s_4_2, 3, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. noisy_data_detector_1s_2, 3, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. flag_generator_1s_3, 6, 4, 0, 0, 0, 0, 0, 0, 0
